Date;Time;Door;Name;UserID;Access
28/11/2025;10:13;bagindgang;john_doe;4321;approved
28/11/2025;10:37;bagindgang;john_doe;4321;approved
28/11/2025;10:37;bagindgang;john_doe;4321;approved
28/11/2025;10:37;bagindgang;john_doe;4321;approved
28/11/2025;10:37;bagindgang;john_doe;4321;approved
